A,B,C,D,E
7.4,15.5,2.74,10.2,4.7
7.3,10.1,2.54,11.1,3.32
5.1,1.2,1.08,12.2,2.06
7.6,27.0,2.0,11.0,3.16
4.0,29.1,2.36,15.1,2.26
5.2,21.9,1.62,14.9,2.02
4.9,1.4,1.96,15.6,1.84
1.4,23.7,2.92,16.3,2.72
0.6,11.6,2.18,14.5,1.34
3.9,33.0,1.9,12.8,2.66
2.7,5.5,2.34,16.9,2.06
3.1,35.0,2.86,14.5,2.18
9.8,13.1,1.8,11.5,3.44
1.4,22.5,2.6,19.7,2.4
9.9,30.7,2.32,15.0,3.56
8.4,39.3,1.24,20.0,3.24
6.9,22.1,2.98,11.0,1.72
6.4,17.2,1.34,11.0,1.96
0.3,33.9,2.72,16.2,1.68
1.0,28.4,2.96,15.2,3.08
2.5,30.8,2.92,18.8,4.88
6.0,15.6,2.0,15.7,1.68
3.6,15.0,1.7,11.8,1.16
2.2,18.4,2.6,13.1,4.28
9.2,17.7,1.66,14.9,2.18
8.4,2.0,1.22,17.1,2.1
9.0,11.1,1.08,15.4,3.1
3.9,17.0,1.94,17.5,3.2
7.6,13.7,2.8,14.0,2.76
2.2,23.2,1.78,19.8,1.22
1.5,33.1,1.24,16.9,2.4
9.3,2.9,1.5,12.0,2.4
6.0,38.0,1.26,12.5,3.36
6.7,30.6,2.9,10.0,3.62
7.9,16.0,1.2,18.0,4.76
3.0,7.7,1.74,19.8,4.44
5.2,27.7,2.58,12.6,2.88
2.4,31.9,2.12,14.9,4.54
4.3,2.0,1.42,16.5,1.98
1.1,38.4,1.3,19.9,3.04
8.9,36.2,2.52,16.4,4.5
10.0,37.1,2.5,10.9,1.44
9.6,37.9,2.62,19.4,2.78
9.1,14.2,1.56,13.6,2.84
0.8,3.5,2.62,16.8,1.14
1.1,30.2,1.02,14.0,1.56
6.8,21.3,2.06,14.5,4.4
5.3,3.1,1.02,17.6,2.04
5.3,18.5,1.04,14.4,3.66
2.7,17.3,2.84,18.7,1.46
5.5,5.3,2.1,12.6,3.38
9.8,16.0,2.42,16.4,3.46
6.8,24.9,1.2,18.3,3.82
9.7,25.0,2.5,10.7,2.02
9.7,27.8,1.62,16.6,2.38
7.6,17.0,1.06,14.8,1.06
5.7,18.2,1.16,19.5,4.7
7.7,0.1,2.74,18.8,3.3
7.4,19.3,2.1,18.8,1.72
4.1,16.5,1.3,11.3,1.94
3.7,24.6,2.6,16.1,3.42
6.7,24.3,2.7,14.2,1.76
5.2,10.9,2.4,12.6,2.82
3.2,37.9,1.18,19.5,2.3
7.0,32.2,2.84,12.6,1.24
5.5,7.0,1.7,16.7,4.86
7.1,16.3,1.46,17.4,2.18
10.0,28.4,2.26,14.7,3.5
5.0,37.4,2.1,16.6,4.36
7.3,11.2,2.54,12.4,1.62
4.2,22.7,2.54,16.3,4.58
1.4,30.0,2.76,12.3,3.64
3.7,1.5,1.42,10.8,4.88
1.4,3.0,2.02,10.7,2.3
0.4,16.1,1.98,19.4,2.54
9.2,30.5,1.92,15.8,4.58
8.2,19.2,1.44,11.6,3.5
5.3,20.9,2.9,14.2,4.52
5.0,37.7,2.78,19.4,1.56
0.9,23.1,2.8,16.7,4.3
1.1,18.3,2.5,10.3,2.38
0.3,1.4,2.64,20.0,3.7
9.4,30.4,1.36,10.7,4.72
1.7,20.8,2.02,14.1,2.08
7.9,17.1,1.66,14.8,3.18
3.5,26.5,2.9,10.5,1.02
2.4,1.9,1.56,17.2,4.06
8.6,6.9,2.2,14.1,2.24
7.5,0.7,2.68,17.1,1.32
9.7,3.3,1.68,13.1,2.16
3.5,22.3,1.08,11.4,2.74
10.0,17.8,2.5,18.1,1.3
6.6,24.5,1.12,18.6,2.14
0.8,25.9,1.8,16.8,4.82
6.0,10.7,1.02,12.6,1.98
5.2,24.1,2.76,19.6,4.06
1.7,2.3,1.18,16.5,1.32
4.2,21.5,1.86,20.1,3.26
3.4,5.4,2.38,15.8,1.9
6.2,2.5,2.8,12.7,3.1
9.7,28.0,1.68,12.3,3.52
7.7,29.1,2.22,15.0,4.9
0.3,32.6,2.46,12.0,1.98
9.2,18.5,2.44,13.0,4.4
4.0,1.1,1.38,17.4,3.34
4.4,12.8,3.0,14.9,4.5
4.9,37.1,1.68,19.1,2.34
7.8,20.7,1.72,13.9,3.92
2.7,13.2,2.42,16.7,4.04
4.1,33.8,2.06,11.5,4.98
7.9,19.5,2.88,17.5,3.9
7.5,26.1,2.58,18.5,2.0
6.8,28.1,1.54,19.8,3.9
9.7,36.8,2.38,16.2,3.22
0.0,10.2,1.62,15.5,4.7
3.8,11.9,2.82,17.9,2.26
9.5,18.2,1.2,12.3,4.96
8.9,0.8,1.82,19.8,4.68
1.6,4.4,1.44,12.7,3.88
9.0,24.3,1.58,19.2,2.16
8.7,26.9,1.16,18.4,4.88
3.4,11.1,2.82,18.8,3.84
4.5,5.4,2.74,13.0,2.98
4.1,39.2,2.16,11.4,1.5
3.8,1.4,1.54,14.1,4.5
8.9,3.6,2.74,19.8,1.26
4.8,17.7,2.56,20.1,3.42
6.1,12.6,1.64,14.9,1.16
3.7,11.6,1.92,18.5,1.12
2.2,33.9,2.94,10.4,4.64
2.1,7.1,1.42,14.7,3.78
0.3,35.1,1.56,11.2,3.88
4.8,11.0,1.66,13.1,5.0
5.8,14.8,1.82,16.6,3.14
7.2,18.4,2.02,17.8,3.7
6.7,10.4,1.92,19.0,2.8
7.0,14.6,2.46,19.0,3.46
8.6,22.0,2.0,12.9,4.38
0.1,31.3,1.88,10.5,4.28
4.8,35.0,2.86,12.4,3.94
8.7,37.3,2.48,12.7,1.0
9.4,0.5,1.66,16.1,1.16
3.0,25.9,1.4,12.1,3.2
3.9,29.8,1.24,16.7,1.46
4.7,34.8,2.06,11.4,3.48
5.0,4.1,1.48,12.5,4.22
4.2,25.8,1.4,16.2,1.7
9.7,38.4,1.0,11.7,1.06
5.4,27.0,2.14,17.2,4.12
8.7,4.6,2.36,16.2,2.72
4.8,8.4,2.7,16.1,3.86
8.9,17.3,2.4,16.7,1.14
7.9,5.7,1.24,14.7,2.8
5.6,19.8,2.02,14.9,1.76
7.6,20.8,1.44,16.2,2.14
1.4,24.7,1.4,16.8,3.78
2.6,21.0,1.1,10.5,4.42
6.7,3.8,1.38,15.7,1.06
7.9,25.1,2.5,15.0,1.48
6.3,13.0,1.78,11.1,4.94
9.3,29.0,1.16,19.4,2.32
2.9,24.9,1.98,14.6,4.32
3.5,5.1,1.54,10.8,3.34
6.6,37.3,1.2,10.6,1.46
8.5,1.3,2.9,12.8,1.1
8.5,15.5,2.48,17.7,2.92
4.8,2.9,2.74,15.0,2.42
7.5,8.9,2.1,18.3,4.2
5.4,39.0,2.56,15.4,4.5
8.4,16.6,1.68,19.5,4.88
5.5,35.0,2.6,15.8,3.46
6.7,6.8,1.48,15.5,1.02
9.4,16.2,2.96,12.1,1.74
4.3,24.1,1.36,19.9,1.78
3.0,38.2,1.6,11.7,2.1
5.7,5.1,2.6,15.7,3.04
8.6,14.1,1.98,13.9,3.04
5.2,6.2,2.72,18.8,1.4
8.3,29.1,2.24,13.0,3.28
7.8,9.0,1.92,15.5,1.68
2.2,15.1,1.0,13.4,2.32
2.7,15.6,2.14,12.5,4.74
1.5,30.8,1.18,16.7,4.0
3.6,36.4,1.14,18.3,4.84
2.0,14.9,1.5,13.3,4.8
7.8,32.7,1.66,17.5,4.0
1.6,27.0,1.36,11.5,3.44
3.6,36.8,2.54,14.1,1.82
7.6,6.8,2.42,10.4,4.82
1.8,11.5,1.0,16.0,4.86
2.9,19.1,1.94,14.3,2.6
4.4,0.3,1.48,13.4,1.8
1.7,7.4,1.46,19.0,3.26
7.7,29.7,1.92,10.0,1.38
6.1,24.0,2.66,19.7,1.16
3.5,2.9,2.86,14.2,2.12
9.9,14.2,2.36,13.1,3.46
8.3,32.5,2.32,16.2,3.88
5.1,18.2,1.62,13.2,2.54
1.8,1.5,1.32,19.4,1.34
4.3,11.0,2.2,17.6,2.24
0.6,35.9,2.36,16.5,4.98
4.3,20.0,1.2,12.9,2.84
6.7,10.6,1.74,10.9,4.98
3.3,37.8,2.34,12.2,1.5
6.5,16.1,1.36,19.6,4.98
6.8,28.2,2.72,13.8,2.66
5.4,26.8,1.32,14.4,4.98
0.9,15.4,1.24,12.8,1.24
9.5,7.2,2.8,12.9,3.36
4.1,19.6,1.0,13.3,3.88
4.0,24.2,1.02,15.1,3.28
7.6,8.5,2.62,18.0,1.5
6.8,28.6,2.98,12.1,3.66
0.9,25.8,2.92,10.4,2.6
0.9,28.5,2.98,11.0,3.62
9.0,14.8,2.3,18.5,2.76
5.9,35.4,2.34,13.1,1.12
5.0,38.9,1.3,12.3,1.32
2.0,18.9,1.06,11.0,2.7
0.7,21.6,2.12,11.0,3.54
6.4,35.4,2.44,11.6,3.34
9.1,8.5,2.68,13.1,2.82
7.7,21.5,1.44,18.2,1.98
8.4,31.9,1.02,12.6,3.54
2.9,11.7,2.32,13.1,1.1
8.4,36.9,2.72,16.0,4.14
4.8,8.6,1.5,12.4,2.46
0.8,3.9,1.12,16.3,2.1
1.6,16.0,2.98,16.3,1.76
6.8,19.0,1.86,12.7,3.82
5.7,2.4,1.64,13.9,2.06
5.6,15.1,2.26,19.0,1.42
6.1,9.4,1.7,11.3,4.68
9.4,4.5,1.06,14.1,1.8
5.1,13.7,1.44,13.8,2.78
6.0,28.7,1.48,10.1,1.18
3.9,35.2,2.78,18.0,1.02
3.7,16.3,2.82,10.0,4.88
4.2,39.9,2.82,13.1,1.94
6.2,1.5,2.68,18.2,1.82
1.8,1.7,2.46,16.3,3.76
9.9,13.5,1.52,17.7,3.78
4.9,24.6,2.0,13.0,3.82
3.2,24.7,2.56,15.7,1.58
1.2,33.0,2.6,18.1,2.18
7.7,19.7,2.96,17.7,4.14
9.6,0.0,2.36,11.3,1.74
6.1,18.9,2.58,18.7,2.48
9.2,38.0,1.44,16.8,2.28
4.2,29.3,1.16,11.5,4.48
4.8,4.4,1.64,16.8,1.76
3.5,33.6,1.68,15.3,4.52
0.9,38.4,1.98,11.2,2.44
9.4,3.1,1.46,17.9,2.14
0.5,39.1,2.74,17.8,3.12
5.6,11.7,1.46,13.0,2.76
0.0,29.5,1.36,16.8,1.32
7.0,18.3,1.76,12.0,3.66
5.7,19.0,2.2,12.9,3.84
9.0,23.4,1.48,12.2,4.88
2.0,23.7,2.88,13.7,2.88
9.1,21.5,1.48,12.8,4.1
7.9,7.3,1.52,17.6,5.0
5.5,11.0,1.62,13.1,4.42
8.6,10.2,1.2,16.1,3.9
1.9,35.8,2.36,19.0,4.18
5.3,7.3,1.64,19.7,4.92
2.4,25.1,1.36,14.4,4.42
2.7,11.3,1.3,14.8,2.38
0.4,37.8,2.96,13.2,2.24
2.0,31.2,1.2,10.3,2.14
1.7,32.9,2.48,11.7,4.48
4.6,33.8,2.46,16.9,3.5
6.9,23.7,2.94,16.3,3.88
5.6,17.2,2.36,12.7,4.32
9.2,7.8,2.72,15.7,4.72
1.8,38.5,2.08,19.0,3.68
9.6,9.2,1.48,18.9,2.24
6.4,4.9,2.84,15.5,3.32
0.2,28.4,2.52,11.9,4.68
4.1,22.2,2.9,17.6,4.22
2.0,8.0,1.66,19.1,2.04
9.8,26.5,1.22,13.3,4.86
3.9,15.4,2.74,18.6,2.62
6.6,37.2,1.4,10.9,4.5
2.4,23.2,1.56,19.3,4.74
5.4,39.8,2.0,12.1,1.84
8.3,31.5,1.44,10.4,5.0
5.1,23.5,1.64,14.3,1.06
4.3,15.8,1.14,10.8,2.48
9.7,31.5,1.82,14.2,2.86
8.4,25.0,2.52,10.3,3.12
5.5,31.3,2.36,14.1,2.8
5.4,30.0,1.8,16.4,2.84
8.6,37.9,2.46,19.7,4.58
6.9,28.1,2.24,14.0,4.18
7.6,10.1,1.26,16.3,3.24
8.6,5.0,2.74,15.4,2.78
7.2,5.1,2.22,18.9,2.86
8.0,20.8,2.48,11.7,4.56
6.5,30.6,1.9,11.5,3.74
1.8,13.0,2.32,18.6,3.78
8.2,26.9,2.84,14.5,4.32
0.6,20.4,2.04,13.5,4.9
6.2,21.8,2.02,18.9,3.74
4.1,25.6,2.86,16.5,2.82
4.1,18.4,3.0,14.3,3.08
5.8,14.4,1.12,10.4,2.44
1.9,17.7,2.6,12.8,1.18
7.2,1.3,2.66,10.3,3.06
1.6,24.5,2.06,19.8,4.0
2.6,18.6,1.2,18.5,3.8
4.6,33.6,1.48,14.8,1.94
0.1,25.8,2.16,17.1,3.16
6.2,35.3,2.74,18.4,2.76
6.1,3.9,2.3,10.7,1.86
9.9,8.8,1.52,15.1,2.84
1.8,12.4,2.64,16.8,2.26
1.6,35.0,2.14,12.0,1.78
6.8,0.8,2.84,12.6,3.66
3.8,34.9,3.0,13.7,3.38
8.1,8.3,1.2,10.4,2.42
7.0,2.0,2.08,18.4,2.94
8.0,28.0,1.36,16.0,4.4
3.8,35.7,2.82,10.7,1.62
3.5,37.7,1.76,18.5,4.52
3.9,17.1,2.68,11.7,2.46
4.4,2.4,2.78,10.3,3.44
0.3,39.2,2.7,10.3,3.92
2.4,10.2,2.38,13.6,2.66
6.8,18.9,1.2,11.4,2.02
2.9,23.5,1.26,13.7,4.58
7.5,31.2,2.18,12.6,1.66
6.7,3.6,1.7,18.4,4.72
8.7,27.1,1.8,14.7,2.6
2.8,29.2,1.02,14.5,3.14
7.2,33.1,2.12,14.5,3.5
6.7,15.1,2.18,14.7,1.08
5.0,28.1,1.38,15.8,4.86
2.3,1.9,1.42,10.3,1.8
1.3,13.6,1.06,17.4,1.66
6.8,35.8,2.1,11.8,4.62
1.7,2.8,2.84,15.6,1.38
4.1,3.0,2.14,11.8,4.62
5.6,1.8,2.74,19.0,2.3
8.2,14.7,2.28,14.1,2.82
1.1,28.2,2.74,19.1,3.9
8.1,34.9,2.14,10.4,1.86
1.6,34.0,1.58,14.7,3.04
2.9,29.9,2.5,12.4,1.94
8.7,16.2,1.36,16.6,1.68
7.4,11.2,3.0,12.5,3.2
9.8,14.9,2.22,17.3,1.76
2.2,32.9,2.34,18.7,1.04
8.0,25.4,2.56,16.1,1.36
0.0,8.6,2.66,19.2,3.48
7.8,39.8,1.86,10.6,3.9
3.1,34.9,2.66,14.3,2.64
0.8,9.7,2.2,18.6,1.08
1.4,39.6,1.4,12.6,2.08
2.7,13.1,1.18,14.1,1.24
2.3,31.1,1.58,17.2,4.22
5.9,9.6,1.46,15.5,1.34
3.4,9.7,1.94,10.2,2.34
8.5,28.9,2.08,11.2,2.98
2.6,35.5,2.02,16.9,4.98
8.2,22.6,1.74,15.8,4.4
7.5,14.4,2.32,13.7,4.84
1.9,15.5,2.84,18.4,4.36
6.4,26.9,1.14,18.2,1.74
8.4,16.1,1.56,18.8,4.3
4.8,11.1,1.18,16.7,3.8
0.0,33.0,2.36,18.5,3.48
0.9,18.4,2.48,16.8,1.42
4.6,20.4,2.34,10.0,1.56
5.8,9.6,1.96,14.9,3.72
9.5,37.6,2.14,18.0,3.18
6.1,5.4,1.68,17.2,3.14
8.5,11.6,1.98,10.8,2.34
1.7,9.2,1.78,15.2,3.06
4.5,29.2,1.22,18.7,3.88
3.1,20.3,2.68,10.9,4.28
2.6,28.1,1.3,18.3,4.82
9.1,18.8,2.54,18.0,4.88
1.7,32.2,2.68,17.6,3.62
3.8,8.3,1.94,12.8,1.78
4.8,17.9,2.8,13.5,3.86
9.2,27.3,2.98,18.6,3.76
8.1,18.0,1.0,12.6,1.5
4.3,18.0,2.28,11.7,2.88
7.1,28.2,1.42,11.7,2.94
5.3,28.6,1.28,10.8,4.98
9.4,10.5,2.66,16.6,3.04
3.3,12.8,2.32,10.6,4.84
7.0,26.1,1.26,15.7,3.48
3.5,1.0,2.44,17.8,1.02
1.7,16.1,1.36,12.9,2.8
3.7,18.0,1.78,17.2,1.88
5.8,21.2,2.94,16.0,4.4
0.8,27.3,1.06,19.0,1.04
7.2,2.0,1.64,19.9,4.22
7.1,27.4,1.84,18.1,2.58
5.0,25.9,1.72,19.4,4.84
3.4,33.2,2.3,11.6,2.26
8.1,11.5,1.52,15.2,3.68
0.4,2.4,1.88,10.5,1.68
1.3,33.2,2.6,13.8,1.42
9.1,25.3,1.98,12.4,4.5
2.9,21.0,2.88,14.1,4.18
0.3,30.4,2.24,14.1,1.5
3.8,32.0,1.1,15.8,3.38
8.3,33.8,2.88,20.1,1.1
6.3,25.6,2.32,13.7,4.46
2.4,16.7,2.32,13.0,4.64
2.7,33.6,2.92,12.8,3.34
7.5,2.0,2.16,10.8,4.64
6.5,8.5,1.24,10.0,2.68
7.7,1.4,1.4,17.9,4.68
2.1,4.9,2.26,20.1,3.4
3.0,30.3,1.72,18.6,2.24
2.2,30.4,2.58,17.1,3.56
4.7,19.5,2.68,14.6,3.96
1.9,36.3,1.94,17.5,1.38
3.7,30.0,2.1,10.9,5.0
5.4,28.7,1.86,11.5,1.56
6.7,38.7,1.24,14.6,1.84
7.8,24.4,1.06,14.2,4.44
8.7,35.2,2.88,12.3,2.28
8.8,20.0,2.44,10.7,3.6
0.0,19.2,1.64,17.4,2.9
0.6,33.5,1.72,12.5,1.38
5.6,14.5,2.04,10.6,2.6
9.4,30.9,3.0,17.8,1.72
1.1,12.6,1.46,11.4,1.74
0.4,17.4,2.76,14.7,1.88
4.9,13.3,2.0,10.2,4.38
4.1,6.5,1.8,11.5,1.9
1.1,39.2,1.56,17.8,2.18
1.7,36.4,2.16,18.8,2.9
6.5,27.8,1.78,19.6,1.24
7.3,24.5,2.0,11.3,1.6
7.8,36.2,1.98,18.7,3.46
9.3,23.6,1.7,17.4,2.34
1.6,17.0,2.56,10.2,3.3
6.7,5.0,2.18,17.2,2.22
7.0,32.7,1.34,16.9,4.52
6.1,35.8,1.38,13.0,3.9
4.0,15.2,1.08,17.9,2.48
9.4,7.9,1.34,17.4,3.1
3.3,14.4,1.78,11.6,2.04
6.9,27.3,1.0,14.8,3.9
4.4,15.4,1.36,10.2,2.0
5.7,39.8,2.72,18.2,4.36
5.0,33.6,1.5,18.7,3.0
3.3,36.2,1.56,15.4,3.0
4.3,32.4,2.16,17.1,4.88
1.4,33.5,2.24,19.9,4.84
7.7,14.2,2.94,13.9,2.64
6.9,29.7,2.64,16.5,3.44
4.9,3.3,2.22,18.6,3.66
10.0,30.3,1.94,13.9,4.28
3.1,39.1,2.22,12.9,1.22
6.6,23.8,1.34,12.4,2.6
0.2,13.7,2.3,10.6,1.02
8.5,25.3,1.52,19.1,2.04
8.5,0.4,1.1,14.9,4.04
7.3,37.1,2.38,18.0,4.1
5.0,17.5,2.16,19.5,4.44
6.6,37.2,1.1,10.0,1.72
7.5,21.3,1.6,19.0,3.88
9.2,36.3,2.86,14.3,2.36
4.7,2.2,2.1,19.9,2.1
1.6,31.7,2.06,14.8,3.4
0.6,1.2,2.68,10.6,2.14
1.2,39.2,1.8,10.2,1.06
6.5,24.0,1.34,19.3,3.04
0.3,27.5,2.72,10.0,4.64
0.9,9.1,1.44,15.0,1.96
8.7,10.7,2.82,19.7,1.74
1.6,22.8,1.7,13.7,1.88
5.1,15.1,1.48,14.2,3.14
0.5,10.7,1.12,15.4,4.14
8.2,28.8,2.62,15.6,1.72
6.8,17.5,1.38,15.2,4.66
9.5,31.9,1.08,19.9,4.08
7.3,28.5,1.34,13.2,1.62
0.8,36.3,1.64,17.9,3.76
9.0,32.8,2.56,16.1,2.14
7.6,36.4,1.68,20.1,2.52
8.2,24.0,2.28,11.0,4.24
2.0,14.4,2.24,17.1,1.32
2.3,35.5,2.68,15.1,4.14
0.3,1.3,2.42,10.0,3.9
2.3,27.4,2.4,11.3,1.58
5.8,7.0,1.8,19.3,2.78
9.8,31.4,1.98,18.4,3.36
0.2,19.4,1.58,12.0,1.3
6.7,35.2,1.74,13.3,2.48
10.0,29.9,1.68,20.1,4.62
3.9,36.6,2.3,18.9,1.06
4.7,1.0,1.9,11.3,3.52
5.3,10.5,1.14,13.9,3.08
3.4,25.7,2.34,13.4,3.84
9.4,38.0,1.72,14.1,4.08
5.5,19.5,2.68,18.1,1.06
8.8,14.4,1.24,11.9,4.24
3.9,21.9,2.44,15.9,2.68
7.6,34.9,1.88,10.8,2.24
6.7,17.3,1.56,13.2,2.98
4.5,21.5,1.8,14.8,2.3
7.7,9.2,2.1,16.7,1.76
1.2,25.9,2.74,10.3,4.1
2.6,6.2,1.3,14.7,4.22
0.5,2.8,1.22,11.5,4.2
1.6,27.4,2.3,14.6,4.54
3.5,34.6,2.22,12.5,4.74
9.8,28.4,1.36,16.9,2.42
8.0,37.1,1.58,13.6,2.42
0.1,6.9,1.3,12.1,1.82
7.6,37.8,2.74,10.6,2.7
5.1,27.8,1.24,14.1,2.8
6.5,23.0,2.36,12.9,1.54
5.1,30.1,1.44,17.3,4.08
9.1,25.4,2.22,17.8,3.36
4.2,17.1,1.6,10.5,3.56
8.9,17.9,2.04,12.3,2.8
2.1,26.3,1.32,16.5,1.14
5.4,18.2,1.96,13.9,3.4
6.6,32.1,1.96,11.4,1.9
9.8,20.4,2.32,15.2,1.46
5.9,24.8,1.5,18.4,3.28
5.7,21.2,1.24,18.1,4.34
1.1,15.8,1.74,10.4,4.56
8.7,9.9,1.42,18.8,3.36
6.8,31.6,2.68,13.5,1.46
8.3,11.1,1.56,17.3,1.42
3.8,30.7,1.88,14.5,2.34
1.2,16.5,1.9,12.2,3.7
4.0,3.5,1.76,18.7,2.14
5.6,11.1,2.36,14.4,1.28
5.2,8.6,2.54,10.9,1.14
1.1,18.2,2.62,15.3,4.38
1.2,8.4,2.34,16.9,4.32
7.3,26.8,2.92,17.6,1.68
9.6,16.4,1.76,18.4,4.36
5.6,30.2,1.38,13.1,1.94
3.9,8.9,2.52,14.2,2.9
7.9,23.7,2.98,11.4,2.4
4.4,2.1,2.34,16.5,1.86
3.4,16.6,1.68,11.4,2.92
0.2,21.4,1.14,18.0,1.68
0.4,5.7,2.02,11.9,1.52
8.9,2.9,1.78,14.9,4.84
1.0,10.5,1.7,10.5,2.38
7.0,32.9,1.1,17.8,2.3
5.5,16.6,2.7,11.6,2.4
0.9,34.9,2.38,12.5,4.98
3.3,15.3,2.98,12.1,4.8
6.6,32.6,2.44,17.2,2.58
7.1,0.6,1.3,16.3,1.56
3.0,19.6,1.9,17.5,1.6
7.4,32.0,2.16,18.5,4.82
7.0,4.5,1.74,15.7,4.6
6.5,1.7,2.92,18.6,2.34
6.9,39.6,1.34,13.6,1.48
4.0,15.2,1.22,17.7,3.32
6.2,26.3,2.06,18.7,3.8
3.1,7.3,2.8,17.1,2.6
1.9,14.4,1.92,18.9,4.34
5.6,10.1,1.0,19.5,4.98
9.7,33.4,1.28,12.7,2.72
4.9,33.4,2.8,19.5,3.68
7.9,12.0,2.58,18.5,4.18
2.4,17.5,1.4,14.8,1.46
1.1,6.2,1.0,17.2,1.0
7.0,29.5,2.84,16.6,3.2
3.8,8.3,2.32,18.8,1.92
1.6,1.4,1.22,17.5,4.56
4.4,35.4,1.54,19.2,1.7
1.0,13.3,1.76,16.6,4.08
6.9,12.0,1.72,14.0,4.94
2.2,31.8,2.88,14.5,1.82
9.0,39.1,2.18,18.6,2.5
6.9,12.7,1.6,18.6,2.78
3.7,36.7,2.14,15.4,2.76
0.1,36.6,2.92,18.1,2.34
8.5,28.7,2.92,11.0,2.38
8.3,30.0,1.2,19.9,3.18
8.8,37.7,1.56,12.5,3.5
7.8,17.9,2.76,17.1,3.8
9.2,8.1,1.24,19.1,4.04
7.1,1.2,2.0,18.1,2.88
3.6,2.3,2.06,11.2,1.42
4.8,16.7,1.36,13.5,1.4
5.1,26.9,2.14,16.3,3.84
3.2,6.9,1.7,15.0,4.88
2.1,31.7,1.54,17.5,4.28
0.4,37.5,2.34,12.1,1.88
1.7,8.8,1.04,15.9,4.06
3.7,18.8,3.0,10.1,3.2
3.6,25.6,2.76,15.5,4.64
9.3,21.6,1.8,13.9,4.54
9.4,38.1,1.68,12.7,4.24
6.3,3.1,2.84,17.6,4.36
0.9,14.0,2.84,19.6,2.42
7.8,16.0,2.5,10.2,3.3
4.1,3.1,2.96,16.2,1.2
4.7,31.1,2.66,19.7,2.74
4.3,15.1,2.6,12.2,3.7
8.1,34.6,2.5,15.4,2.06
8.6,25.9,1.98,13.1,3.56
9.6,21.5,2.98,18.3,1.38
1.5,27.8,2.46,12.7,2.98
5.3,28.4,2.62,10.7,1.66
3.4,9.7,1.58,10.2,2.12
9.7,2.9,2.42,19.3,3.8
2.7,8.9,2.52,18.8,3.48
0.1,14.7,2.88,15.2,4.62
9.3,14.3,2.38,19.3,2.04
1.2,6.6,2.06,12.8,2.02
4.0,35.6,2.4,19.3,3.66
7.9,5.7,2.68,19.7,1.7
5.8,28.0,2.0,18.8,4.04
6.8,27.8,1.54,18.0,2.8
9.1,23.5,2.26,15.8,4.7
5.2,38.4,2.68,12.3,4.64
4.4,35.2,1.4,13.7,2.88
1.9,39.8,2.74,12.7,1.04
2.3,12.7,1.52,19.6,1.54
6.0,33.6,1.52,16.1,3.42
9.0,20.8,2.52,19.9,4.9
9.3,18.5,1.98,15.0,4.3
5.7,16.8,1.56,10.6,1.66
2.6,17.1,1.76,12.2,2.66
2.5,25.9,2.12,14.5,3.8
0.6,20.4,2.82,18.9,3.2
4.1,13.4,1.72,17.7,1.08
4.6,4.5,2.84,12.7,3.54
5.2,0.8,2.26,12.3,4.74
5.8,16.0,1.94,10.6,2.74
3.7,28.8,1.42,19.9,3.28
6.8,33.9,2.98,17.8,3.02
8.6,38.7,1.58,14.8,1.32
9.1,32.0,1.54,10.2,4.68
9.7,10.5,1.44,10.1,1.6
5.2,28.9,2.92,10.6,2.82
1.4,34.0,1.06,17.9,4.84
9.5,8.7,1.04,12.0,4.86
2.5,19.1,2.2,10.8,4.2
4.7,15.2,2.9,11.1,3.06
9.4,31.0,1.06,19.2,2.84
1.8,13.6,2.28,12.3,3.62
0.8,27.2,1.22,13.2,2.62
6.3,14.8,1.24,17.7,2.08
9.2,18.7,1.66,14.2,4.02
5.3,14.0,2.16,18.1,4.18
5.0,13.0,2.84,10.4,2.44
3.8,0.3,2.44,17.8,1.92
0.3,26.2,1.6,17.0,3.86
0.2,2.5,2.4,18.8,3.96
6.3,2.3,1.24,11.3,2.86
2.8,26.5,2.06,13.5,2.32
1.0,22.8,1.02,13.4,2.92
9.6,26.8,1.64,14.9,4.16
5.7,12.4,1.98,18.7,3.38
7.4,17.1,1.12,17.8,3.82
2.6,23.3,1.34,11.0,3.66
9.6,29.4,2.0,12.3,4.92
2.0,27.4,1.14,17.4,4.12
3.8,7.5,2.08,14.3,4.64
9.4,30.7,2.5,15.0,1.72
4.5,21.3,1.84,11.6,4.72
6.5,37.5,2.16,16.9,4.26
9.0,15.7,1.58,18.4,3.18
3.5,30.1,2.16,10.7,4.72
7.4,20.3,1.16,17.8,2.54
8.1,14.8,2.82,19.5,4.82
6.4,7.4,2.34,17.3,4.4
6.2,37.9,1.76,12.7,3.34
9.8,22.8,2.6,17.8,1.82
3.4,30.3,1.2,11.1,2.46
3.0,6.1,1.02,14.2,3.48
2.7,5.7,1.44,18.1,2.18
0.0,27.3,2.24,13.6,4.78
2.4,10.7,1.42,18.7,2.26
4.2,18.6,2.2,16.2,2.14
8.3,22.8,1.5,20.0,1.02
6.6,4.7,1.22,19.2,2.54
6.2,31.8,1.62,16.2,2.4
5.0,26.7,1.16,10.9,3.38
0.1,21.4,2.36,17.7,1.14
8.1,28.9,2.78,17.9,4.66
6.3,25.3,2.4,13.6,4.26
7.3,35.7,2.84,11.0,4.92
6.8,8.6,1.64,18.9,1.24
0.8,18.0,1.46,11.8,1.76
0.1,2.4,2.76,15.1,3.02
3.3,38.7,2.88,11.7,2.6
